Start timestamp: 2022-02-13 02:33:30 +0200 (AIDE 0.17.3)
AIDE found differences between database and filesystem!!
New AIDE database written to /var/lib/aide/aide.db.new.gz

Summary:
  Total number of entries:	256209
  Added entries:		39253
  Removed entries:		0
  Changed entries:		1026

---------------------------------------------------
Added entries:
f+++++++++++++++: /usr/bin/cohpsk_mod
f+++++++++++++++: /usr/bin/cohpsk_put_test_bits
f+++++++++++++++: /usr/bin/cpack
f+++++++++++++++: /usr/bin/ctest
f+++++++++++++++: /usr/bin/e320_bist
l+++++++++++++++: /usr/bin/ed2k-link
l+++++++++++++++: /usr/bin/edonr256-hash
l+++++++++++++++: /usr/bin/edonr512-hash
f+++++++++++++++: /usr/bin/f2py
f+++++++++++++++: /usr/bin/f2py3
f+++++++++++++++: /usr/bin/f2py3.10
f+++++++++++++++: /usr/bin/fdmdv_channel
f+++++++++++++++: /usr/bin/fdmdv_demod
f+++++++++++++++: /usr/bin/fdmdv_get_test_bits
f+++++++++++++++: /usr/bin/fdmdv_mod
f+++++++++++++++: /usr/bin/fdmdv_put_test_bits
f+++++++++++++++: /usr/bin/fftw-wisdom
f+++++++++++++++: /usr/bin/fftw-wisdom-to-conf
f+++++++++++++++: /usr/bin/fftwf-wisdom
f+++++++++++++++: /usr/bin/fftwl-wisdom
f+++++++++++++++: /usr/bin/fftwq-wisdom
f+++++++++++++++: /usr/bin/freedv_rx
f+++++++++++++++: /usr/bin/freedv_tx
f+++++++++++++++: /usr/bin/fsk_demod
f+++++++++++++++: /usr/bin/fsk_get_test_bits
f+++++++++++++++: /usr/bin/fsk_mod
f+++++++++++++++: /usr/bin/fsk_mod_ext_vco
f+++++++++++++++: /usr/bin/fsk_put_test_bits
f+++++++++++++++: /usr/bin/gnuradio-companion
f+++++++++++++++: /usr/bin/gnuradio-config-info
l+++++++++++++++: /usr/bin/gost12-256-hash
l+++++++++++++++: /usr/bin/gost12-512-hash
f+++++++++++++++: /usr/bin/gqrx
f+++++++++++++++: /usr/bin/gqrx-alsa
f+++++++++++++++: /usr/bin/gr-ctrlport-monitor
f+++++++++++++++: /usr/bin/gr-perf-monitorx
f+++++++++++++++: /usr/bin/gr_filter_design
f+++++++++++++++: /usr/bin/gr_modtool
f+++++++++++++++: /usr/bin/gr_plot
f+++++++++++++++: /usr/bin/gr_plot_const
f+++++++++++++++: /usr/bin/gr_plot_fft
f+++++++++++++++: /usr/bin/gr_plot_iq
f+++++++++++++++: /usr/bin/gr_plot_psd
f+++++++++++++++: /usr/bin/gr_plot_qt
f+++++++++++++++: /usr/bin/gr_read_file_metadata
f+++++++++++++++: /usr/bin/grc_setup_freedesktop
f+++++++++++++++: /usr/bin/grcc
f+++++++++++++++: /usr/bin/gsl-config
f+++++++++++++++: /usr/bin/gsl-histogram
f+++++++++++++++: /usr/bin/gsl-randist
f+++++++++++++++: /usr/bin/hackrf_clock
f+++++++++++++++: /usr/bin/hackrf_cpldjtag
f+++++++++++++++: /usr/bin/hackrf_debug
f+++++++++++++++: /usr/bin/hackrf_info
f+++++++++++++++: /usr/bin/hackrf_operacake
f+++++++++++++++: /usr/bin/hackrf_spiflash
f+++++++++++++++: /usr/bin/hackrf_sweep
f+++++++++++++++: /usr/bin/hackrf_transfer
l+++++++++++++++: /usr/bin/has160-hash
f+++++++++++++++: /usr/bin/hwloc-annotate
f+++++++++++++++: /usr/bin/hwloc-bind
f+++++++++++++++: /usr/bin/hwloc-calc
f+++++++++++++++: /usr/bin/hwloc-compress-dir
f+++++++++++++++: /usr/bin/hwloc-diff
f+++++++++++++++: /usr/bin/hwloc-distrib
f+++++++++++++++: /usr/bin/hwloc-dump-hwdata
f+++++++++++++++: /usr/bin/hwloc-gather-cpuid
f+++++++++++++++: /usr/bin/hwloc-gather-topology
f+++++++++++++++: /usr/bin/hwloc-info
l+++++++++++++++: /usr/bin/hwloc-ls
f+++++++++++++++: /usr/bin/hwloc-patch
f+++++++++++++++: /usr/bin/hwloc-ps
f+++++++++++++++: /usr/bin/ldpc_dec
f+++++++++++++++: /usr/bin/ldpc_enc
f+++++++++++++++: /usr/bin/ldpc_noise
f+++++++++++++++: /usr/bin/list_cpu_features
f+++++++++++++++: /usr/bin/log4cpp-config
f+++++++++++++++: /usr/bin/lstopo
f+++++++++++++++: /usr/bin/lstopo-no-graphics
l+++++++++++++++: /usr/bin/magnet-link
l+++++++++++++++: /usr/bin/mpiCC
l+++++++++++++++: /usr/bin/mpic++
l+++++++++++++++: /usr/bin/mpicc
l+++++++++++++++: /usr/bin/mpicxx
l+++++++++++++++: /usr/bin/mpiexec
l+++++++++++++++: /usr/bin/mpif77
l+++++++++++++++: /usr/bin/mpif90
l+++++++++++++++: /usr/bin/mpifort
l+++++++++++++++: /usr/bin/mpirun
f+++++++++++++++: /usr/bin/ofdm_demod
f+++++++++++++++: /usr/bin/ofdm_get_test_bits
f+++++++++++++++: /usr/bin/ofdm_mod
f+++++++++++++++: /usr/bin/ofdm_put_test_bits
l+++++++++++++++: /usr/bin/ompi-clean
l+++++++++++++++: /usr/bin/ompi-server
f+++++++++++++++: /usr/bin/ompi_info
f+++++++++++++++: /usr/bin/opal_wrapper
f+++++++++++++++: /usr/bin/orte-clean
f+++++++++++++++: /usr/bin/orte-info
f+++++++++++++++: /usr/bin/orte-server
l+++++++++++++++: /usr/bin/ortecc
f+++++++++++++++: /usr/bin/orted
f+++++++++++++++: /usr/bin/orterun
f+++++++++++++++: /usr/bin/osmocom_fft
f+++++++++++++++: /usr/bin/osmocom_siggen_nogui
f+++++++++++++++: /usr/bin/polar_channel_construction
f+++++++++++++++: /usr/bin/profile2mat.pl
f+++++++++++++++: /usr/bin/pybind11-config
f+++++++++++++++: /usr/bin/randstat
f+++++++++++++++: /usr/bin/rfnoc_image_builder
f+++++++++++++++: /usr/bin/rhash
f+++++++++++++++: /usr/bin/rkhunter
f+++++++++++++++: /usr/bin/rngd
f+++++++++++++++: /usr/bin/rngtest
f+++++++++++++++: /usr/bin/rtl_adsb
f+++++++++++++++: /usr/bin/rtl_biast
f+++++++++++++++: /usr/bin/rtl_eeprom
f+++++++++++++++: /usr/bin/rtl_fm
f+++++++++++++++: /usr/bin/rtl_ir
f+++++++++++++++: /usr/bin/rtl_power
f+++++++++++++++: /usr/bin/rtl_raw2wav
f+++++++++++++++: /usr/bin/rtl_sdr
f+++++++++++++++: /usr/bin/rtl_tcp
f+++++++++++++++: /usr/bin/rtl_test
f+++++++++++++++: /usr/bin/rtl_udp
f+++++++++++++++: /usr/bin/rtl_wavestat
f+++++++++++++++: /usr/bin/rtl_wavestream
l+++++++++++++++: /usr/bin/sfv-hash
l+++++++++++++++: /usr/bin/tiger-hash
l+++++++++++++++: /usr/bin/tth-hash
f+++++++++++++++: /usr/bin/uhd_adc_self_cal
f+++++++++++++++: /usr/bin/uhd_cal_rx_iq_balance
f+++++++++++++++: /usr/bin/uhd_cal_tx_dc_offset
f+++++++++++++++: /usr/bin/uhd_cal_tx_iq_balance
f+++++++++++++++: /usr/bin/uhd_config_info
f+++++++++++++++: /usr/bin/uhd_fft
f+++++++++++++++: /usr/bin/uhd_find_devices
f+++++++++++++++: /usr/bin/uhd_image_loader
f+++++++++++++++: /usr/bin/uhd_images_downloader
f+++++++++++++++: /usr/bin/uhd_rx_cfile
f+++++++++++++++: /usr/bin/uhd_rx_nogui
f+++++++++++++++: /usr/bin/uhd_siggen
f+++++++++++++++: /usr/bin/uhd_siggen_gui
f+++++++++++++++: /usr/bin/uhd_usrp_probe
f+++++++++++++++: /usr/bin/usrp2_card_burner
f+++++++++++++++: /usr/bin/usrp_hwd.py
f+++++++++++++++: /usr/bin/usrp_update_fs
f+++++++++++++++: /usr/bin/volk-config-info
f+++++++++++++++: /usr/bin/volk_modtool
f+++++++++++++++: /usr/bin/volk_profile
f+++++++++++++++: /usr/bin/wget
l+++++++++++++++: /usr/bin/whirlpool-hash
f+++++++++++++++: /usr/include/GL/freeglut.h
f+++++++++++++++: /usr/include/GL/freeglut_ext.h
f+++++++++++++++: /usr/include/GL/freeglut_std.h
f+++++++++++++++: /usr/include/GL/freeglut_ucall.h
f+++++++++++++++: /usr/include/GL/glut.h
d+++++++++++++++: /usr/include/SoapySDR
f+++++++++++++++: /usr/include/SoapySDR/Config.h
f+++++++++++++++: /usr/include/SoapySDR/Config.hpp
f+++++++++++++++: /usr/include/SoapySDR/Constants.h
f+++++++++++++++: /usr/include/SoapySDR/ConverterPrimitives.hpp
f+++++++++++++++: /usr/include/SoapySDR/ConverterRegistry.hpp
f+++++++++++++++: /usr/include/SoapySDR/Converters.h
f+++++++++++++++: /usr/include/SoapySDR/Device.h
f+++++++++++++++: /usr/include/SoapySDR/Device.hpp
f+++++++++++++++: /usr/include/SoapySDR/Errors.h
f+++++++++++++++: /usr/include/SoapySDR/Errors.hpp
f+++++++++++++++: /usr/include/SoapySDR/Formats.h
f+++++++++++++++: /usr/include/SoapySDR/Formats.hpp
f+++++++++++++++: /usr/include/SoapySDR/Logger.h
f+++++++++++++++: /usr/include/SoapySDR/Logger.hpp
f+++++++++++++++: /usr/include/SoapySDR/Modules.h
f+++++++++++++++: /usr/include/SoapySDR/Modules.hpp
f+++++++++++++++: /usr/include/SoapySDR/Registry.hpp
f+++++++++++++++: /usr/include/SoapySDR/Time.h
f+++++++++++++++: /usr/include/SoapySDR/Time.hpp
f+++++++++++++++: /usr/include/SoapySDR/Types.h
f+++++++++++++++: /usr/include/SoapySDR/Types.hpp
f+++++++++++++++: /usr/include/SoapySDR/Version.h
f+++++++++++++++: /usr/include/SoapySDR/Version.hpp
f+++++++++++++++: /usr/include/bladeRF1.h
f+++++++++++++++: /usr/include/bladeRF2.h
d+++++++++++++++: /usr/include/boost
d+++++++++++++++: /usr/include/boost/accumulators
f+++++++++++++++: /usr/include/boost/accumulators/accumulators.hpp
f+++++++++++++++: /usr/include/boost/accumulators/accumulators_fwd.hpp
d+++++++++++++++: /usr/include/boost/accumulators/framework
f+++++++++++++++: /usr/include/boost/accumulators/framework/accumulator_base.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/accumulator_concept.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/accumulator_set.hpp
d+++++++++++++++: /usr/include/boost/accumulators/framework/accumulators
f+++++++++++++++: /usr/include/boost/accumulators/framework/accumulators/droppable_accumulator.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/accumulators/external_accumulator.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/accumulators/reference_accumulator.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/accumulators/value_accumulator.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/depends_on.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/external.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/extractor.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/features.hpp
d+++++++++++++++: /usr/include/boost/accumulators/framework/parameters
f+++++++++++++++: /usr/include/boost/accumulators/framework/parameters/accumulator.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/parameters/sample.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/parameters/weight.hpp
f+++++++++++++++: /usr/include/boost/accumulators/framework/parameters/weights.hpp
d+++++++++++++++: /usr/include/boost/accumulators/numeric
d+++++++++++++++: /usr/include/boost/accumulators/numeric/detail
f+++++++++++++++: /usr/include/boost/accumulators/numeric/detail/function1.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/detail/function2.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/detail/function3.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/detail/function4.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/detail/function_n.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/detail/pod_singleton.hpp
d+++++++++++++++: /usr/include/boost/accumulators/numeric/functional
f+++++++++++++++: /usr/include/boost/accumulators/numeric/functional/complex.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/functional/valarray.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/functional/vector.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/functional.hpp
f+++++++++++++++: /usr/include/boost/accumulators/numeric/functional_fwd.hpp
d+++++++++++++++: /usr/include/boost/accumulators/statistics
f+++++++++++++++: /usr/include/boost/accumulators/statistics/count.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/covariance.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/density.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/error_of.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/error_of_mean.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/extended_p_square.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/extended_p_square_quantile.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/kurtosis.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/max.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/mean.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/median.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/min.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/moment.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/p_square_cumul_dist.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/p_square_cumulative_distribution.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/p_square_quantile.hpp
d+++++++++++++++: /usr/include/boost/accumulators/statistics/parameters
f+++++++++++++++: /usr/include/boost/accumulators/statistics/parameters/quantile_probability.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/peaks_over_threshold.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/pot_quantile.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/pot_tail_mean.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/rolling_count.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/rolling_mean.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/rolling_moment.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/rolling_sum.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/rolling_variance.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/rolling_window.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/skewness.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/stats.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/sum.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/sum_kahan.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/tail.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/tail_mean.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/tail_quantile.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/tail_variate.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/tail_variate_means.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/times2_iterator.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/variance.hpp
d+++++++++++++++: /usr/include/boost/accumulators/statistics/variates
f+++++++++++++++: /usr/include/boost/accumulators/statistics/variates/covariate.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_covariance.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_density.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_extended_p_square.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_kurtosis.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_mean.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_median.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_moment.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_p_square_cumul_dist.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_p_square_cumulative_distribution.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_p_square_quantile.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_peaks_over_threshold.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_skewness.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_sum.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_sum_kahan.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_tail_mean.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_tail_quantile.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_tail_variate_means.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/weighted_variance.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics/with_error.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics.hpp
f+++++++++++++++: /usr/include/boost/accumulators/statistics_fwd.hpp
d+++++++++++++++: /usr/include/boost/algorithm
f+++++++++++++++: /usr/include/boost/algorithm/algorithm.hpp
f+++++++++++++++: /usr/include/boost/algorithm/apply_permutation.hpp
f+++++++++++++++: /usr/include/boost/algorithm/clamp.hpp
d+++++++++++++++: /usr/include/boost/algorithm/cxx11
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/all_of.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/any_of.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/copy_if.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/copy_n.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/find_if_not.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/iota.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/is_partitioned.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/is_permutation.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/is_sorted.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/none_of.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/one_of.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/partition_copy.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx11/partition_point.hpp
d+++++++++++++++: /usr/include/boost/algorithm/cxx14
f+++++++++++++++: /usr/include/boost/algorithm/cxx14/equal.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx14/is_permutation.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx14/mismatch.hpp
d+++++++++++++++: /usr/include/boost/algorithm/cxx17
f+++++++++++++++: /usr/include/boost/algorithm/cxx17/exclusive_scan.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx17/for_each_n.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx17/inclusive_scan.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx17/reduce.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx17/transform_exclusive_scan.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx17/transform_inclusive_scan.hpp
f+++++++++++++++: /usr/include/boost/algorithm/cxx17/transform_reduce.hpp
f+++++++++++++++: /usr/include/boost/algorithm/find_backward.hpp
f+++++++++++++++: /usr/include/boost/algorithm/find_not.hpp
f+++++++++++++++: /usr/include/boost/algorithm/gather.hpp
f+++++++++++++++: /usr/include/boost/algorithm/hex.hpp
f+++++++++++++++: /usr/include/boost/algorithm/is_palindrome.hpp
f+++++++++++++++: /usr/include/boost/algorithm/is_partitioned_until.hpp
f+++++++++++++++: /usr/include/boost/algorithm/minmax.hpp
f+++++++++++++++: /usr/include/boost/algorithm/minmax_element.hpp
d+++++++++++++++: /usr/include/boost/algorithm/searching
f+++++++++++++++: /usr/include/boost/algorithm/searching/boyer_moore.hpp
f+++++++++++++++: /usr/include/boost/algorithm/searching/boyer_moore_horspool.hpp
d+++++++++++++++: /usr/include/boost/algorithm/searching/detail
f+++++++++++++++: /usr/include/boost/algorithm/searching/detail/bm_traits.hpp
f+++++++++++++++: /usr/include/boost/algorithm/searching/detail/debugging.hpp
f+++++++++++++++: /usr/include/boost/algorithm/searching/knuth_morris_pratt.hpp
f+++++++++++++++: /usr/include/boost/algorithm/sort_subrange.hpp
d+++++++++++++++: /usr/include/boost/algorithm/string
f+++++++++++++++: /usr/include/boost/algorithm/string/case_conv.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/classification.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/compare.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/concept.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/config.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/constants.hpp
d+++++++++++++++: /usr/include/boost/algorithm/string/detail
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/case_conv.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/classification.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/find_format.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/find_format_all.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/find_format_store.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/find_iterator.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/finder.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/finder_regex.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/formatter.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/formatter_regex.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/predicate.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/replace_storage.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/sequence.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/trim.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/detail/util.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/erase.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/find.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/find_format.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/find_iterator.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/finder.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/formatter.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/iter_find.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/join.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/predicate.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/predicate_facade.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/regex.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/regex_find_format.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/replace.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/sequence_traits.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/split.hpp
d+++++++++++++++: /usr/include/boost/algorithm/string/std
f+++++++++++++++: /usr/include/boost/algorithm/string/std/list_traits.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/std/rope_traits.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/std/slist_traits.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/std/string_traits.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/std_containers_traits.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/trim.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/trim_all.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string/yes_no_type.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string.hpp
f+++++++++++++++: /usr/include/boost/algorithm/string_regex.hpp
d+++++++++++++++: /usr/include/boost/align
f+++++++++++++++: /usr/include/boost/align/align.hpp
f+++++++++++++++: /usr/include/boost/align/align_down.hpp
f+++++++++++++++: /usr/include/boost/align/align_up.hpp
f+++++++++++++++: /usr/include/boost/align/aligned_alloc.hpp
f+++++++++++++++: /usr/include/boost/align/aligned_allocator.hpp
f+++++++++++++++: /usr/include/boost/align/aligned_allocator_adaptor.hpp
f+++++++++++++++: /usr/include/boost/align/aligned_allocator_adaptor_forward.hpp
f+++++++++++++++: /usr/include/boost/align/aligned_allocator_forward.hpp
f+++++++++++++++: /usr/include/boost/align/aligned_delete.hpp
f+++++++++++++++: /usr/include/boost/align/aligned_delete_forward.hpp
f+++++++++++++++: /usr/include/boost/align/alignment_of.hpp
f+++++++++++++++: /usr/include/boost/align/alignment_of_forward.hpp
